sport_id,date_key,date,sport,event_name,stadium
971,20231007,07-10-2023,Women's Volleyball,at Illinois,"Urbana-Champaign, IL"
972,20230913,13-09-2023,Women's Volleyball,Marquette,"Fiserv Forum, Milwaukee, Wis. Pep Rally at Mecca Sports Bar & Grill: 5-7 p.m."
973,20230917,17-09-2023,Women's Volleyball,at #3 Florida,"Gainesville, FL"
974,20230922,22-09-2023,Women's Volleyball,at Northwestern,"Evanston, IL"
975,20230924,24-09-2023,Women's Volleyball,vs Indiana,"UW Field House, Madison, Wis. Steve Lowe Day"
976,20230927,27-09-2023,Women's Volleyball,at #22 Ohio State,"Columbus, OH"
977,20230903,03-09-2023,Women's Volleyball,vs #24 Tennessee,"Madison, Wis. UW Field House 2022 Big Ten Championship Banner Drop"
978,20230907,07-09-2023,Women's Volleyball,vs Arizona,"Madison, Wis. UW Field House"
979,20230908,08-09-2023,Women's Volleyball,vs Miami,"Madison, Wis. UW Field House"
980,20231229,29-12-2023,Men's Wrestling,2023 Midlands Championships Sessions 1 & 2,"Hoffman Estates, Ill."
981,20231203,03-12-2023,Men's Wrestling,vs Bucknell,"Madison, Wis. UW Field House"
982,20231230,30-12-2023,Men's Wrestling,2023 Midlands Championships Sessions 3 & 4,"Hoffman Estates, Ill."
983,20231209,09-12-2023,Men's Wrestling,at Rider,"Lawrenceville, NJ"
984,20231209,09-12-2023,Men's Wrestling,at Drexel,"Philadelphia, Pa."
985,20231111,11-11-2023,Men's Wrestling,Michigan State Open,"East Lansing, Mich."
986,20231119,19-11-2023,Men's Wrestling,vs #10 Iowa State,"Humboldt, Iowa"
987,20231121,21-11-2023,Men's Wrestling,2023 NWCA All-Star Classic,"University Park, Pa."
988,20231104,04-11-2023,Men's Wrestling,Pointer Open,"Stevens Point, Wis."
989,20231105,05-11-2023,Men's Wrestling,vs Lindenwood Stall Fists Giveaway,"Madison, Wis. UW Field House"
990,20241210,10-12-2024,Men's Basketball,at #19 Illinois,"Champaign, IL"
991,20241211,11-12-2024,Women's Basketball,at Butler,"Indianapolis, IN Hinkle Fieldhouse"
992,20241214,14-12-2024,Men's Basketball,Butler,"Indianapolis, IN"
993,20241220,20-12-2024,Women's Basketball,vs UAlbany,Kohl Center
994,20241222,22-12-2024,Men's Basketball,vs Detroit Mercy,"Madison, WI Kohl Center"
995,20241228,28-12-2024,Women's Basketball,at Indiana,"Bloomington, IN"
996,20241203,03-12-2024,Men's Basketball,vs Michigan,"Madison, WI Kohl Center"
997,20241231,31-12-2024,Women's Basketball,vs Minnesota,Kohl Center
998,20241207,07-12-2024,Men's Basketball,at #5 Marquette,"Milwaukee, WI"
999,20241208,08-12-2024,Women's Basketball,vs Rutgers,Kohl Center
1000,20241110,10-11-2024,Men's Basketball,vs Appalachian State,"Madison, WI Kohl Center"
1001,20241110,10-11-2024,Women's Basketball,vs Georgetown,Kohl Center
1002,20241113,13-11-2024,Women's Basketball,at South Dakota State,"Brookings, SD First Bank & Trust Arena"
1003,20241115,15-11-2024,Men's Basketball,vs #9 Arizona,"Madison, WI Kohl Center 'STRIPE OUT' GAME"
1004,20241117,17-11-2024,Women's Basketball,vs Milwaukee,Kohl Center
1005,20241118,18-11-2024,Men's Basketball,vs UT Rio Grande Valley,"Madison, WI Kohl Center"
1006,20241121,21-11-2024,Women's Basketball,vs UIC,Kohl Center
1007,20241122,22-11-2024,Men's Basketball,UCF,The Greenbrier Travel Packages
1008,20241123,23-11-2024,Women's Basketball,vs Omaha,Kohl Center
1009,20241124,24-11-2024,Men's Basketball,vs Pitt,The Greenbrier Travel Packages
1010,20241128,28-11-2024,Women's Basketball,vs San Diego State,"Cancun, Mexico Hard Rock Hotel Riviera Maya"
1011,20241129,29-11-2024,Women's Basketball,vs Providence,"Cancun, Mexico Hard Rock Hotel Riviera Maya"
1012,20241130,30-11-2024,Men's Basketball,vs Chicago State,"Madison, WI Kohl Center"
1013,20241130,30-11-2024,Women's Basketball,vs VCU,"Cancun, Mexico Hard Rock Hotel Riviera Maya"
1014,20241104,04-11-2024,Men's Basketball,vs Holy Cross,"Madison, WI Kohl Center"
1015,20241105,05-11-2024,Women's Basketball,vs Wright State,Kohl Center
1016,20241107,07-11-2024,Men's Basketball,vs Montana State,"Madison, WI Kohl Center"
1017,20241029,29-10-2024,Women's Basketball,vs Stevens Point,Kohl Center Exhibition
1018,20241101,01-11-2024,Women's Cross Country,Big Ten Championships,"Urbana-Champaign, IL"
1019,20241101,01-11-2024,Men's Cross Country,Big Ten Championships,"Urbana-Champaign, IL"
1020,20241115,15-11-2024,Men's Cross Country,NCAA Great Lakes Regional,"Norton, OH"
1021,20241115,15-11-2024,Women's Cross Country,NCAA Great Lakes Regional,"Norton, OH"
1022,20241123,23-11-2024,Men's Cross Country,NCAA Championships,"Madison, WI Zimmer Championship Course"
1023,20241123,23-11-2024,Women's Cross Country,NCAA Championships,"Madison, WI Zimmer Championship Course"
1024,20241019,19-10-2024,Men's Cross Country,vs Wisconsin Pre-Nationals,"Madison, WI Zimmer Championship Course"
1025,20241019,19-10-2024,Women's Cross Country,vs Wisconsin Pre-Nationals,"Madison, WI Zimmer Championship Course"
1026,20241004,04-10-2024,Men's Cross Country,Sean Earl Lakefront Invitational,"Chicago, IL"
1027,20241004,04-10-2024,Women's Cross Country,Sean Earl Lakefront Invitational,"Chicago, IL"
1028,20240913,13-09-2024,Women's Cross Country,Big Ten Preview,"Urbana-Champaign, IL"
1029,20240913,13-09-2024,Men's Cross Country,Big Ten Preview,"Urbana-Champaign, IL"
1030,20240927,27-09-2024,Men's Cross Country,2024 Nuttycombe Wisconsin Invitational,"Madison, WI Zimmer Championship Course"
1031,20240927,27-09-2024,Women's Cross Country,2024 Nuttycombe Wisconsin Invitational,"Madison, WI Zimmer Championship Course"
1032,20240906,06-09-2024,Men's Cross Country,vs Badger Classic,"Madison, WI Zimmer Championship Course"
1033,20240906,06-09-2024,Women's Cross Country,vs Badger Classic,"Madison, WI Zimmer Championship Course"
1034,20240830,30-08-2024,Men's Football,vs Western Michigan,Camp Randall Stadium
1035,20241116,16-11-2024,Men's Football,vs #1 Oregon,Camp Randall Stadium Red Out
1036,20241102,02-11-2024,Men's Football,at Iowa,"Iowa City, IA"
1037,20241123,23-11-2024,Men's Football,at Nebraska,"Lincoln, NE"
1038,20241129,29-11-2024,Men's Football,vs Minnesota,Camp Randall Stadium
1039,20241012,12-10-2024,Men's Football,at Rutgers,"Piscataway, NJ"
1040,20241019,19-10-2024,Men's Football,at Northwestern,"Evanston, IL"
1041,20241026,26-10-2024,Men's Football,vs #3 Penn State,Camp Randall Stadium Homecoming
1042,20241005,05-10-2024,Men's Football,vs Purdue,Camp Randall Stadium
1043,20240914,14-09-2024,Men's Football,vs #4 Alabama,Camp Randall Stadium Stripe Out
1044,20240928,28-09-2024,Men's Football,at #13 USC,"Los Angeles, CA"
1045,20240907,07-09-2024,Men's Football,vs South Dakota,Camp Randall Stadium UW Athletic Hall of Fame Game
1046,20241019,19-10-2024,Men's Golf,Fallen Oak Collegiate Invitational,"Biloxi, Miss."
1047,20241021,21-10-2024,Women's Golf,The Ally,"Starkville, Miss."
1048,20240921,21-09-2024,Women's Golf,Schooner Fall Classic,"Norman, Okla."
1049,20240922,22-09-2024,Men's Golf,Purdue Fall Invitational,"West Lafayette, Ind."
1050,20240929,29-09-2024,Men's Golf,Badger Fall Invitational,"Madison, Wis."
1051,20240930,30-09-2024,Women's Golf,Diane Thomason Invitational,"Iowa City, Iowa"
1052,20240906,06-09-2024,Men's Golf,Visit Knoxville Collegiate,"Loudon, Tenn."
1053,20240908,08-09-2024,Women's Golf,Badger Invitational,"Madison, Wis."
1054,20241213,13-12-2024,Men's Ice Hockey,at #8 Michigan,"Ann Arbor, MI"
1055,20241214,14-12-2024,Men's Ice Hockey,at #8 Michigan,"Ann Arbor, MI"
1056,20241228,28-12-2024,Men's Ice Hockey,vs Ferris State,Milwaukee Fiserv Forum
1057,20241229,29-12-2024,Men's Ice Hockey,vs UConn,Milwaukee Fiserv Forum
1058,20241206,06-12-2024,Women's Ice Hockey,at Minnesota State,"Mankato, MN"
1059,20241206,06-12-2024,Men's Ice Hockey,vs #1 Michigan State,"Madison, WI Kohl Center"
1060,20241207,07-12-2024,Women's Ice Hockey,at Minnesota State,"Mankato, MN"
1061,20241207,07-12-2024,Men's Ice Hockey,vs #1 Michigan State,"Madison, WI Kohl Center"
1062,20241101,01-11-2024,Women's Ice Hockey,at St. Cloud State,"St. Cloud, MN"
1063,20241101,01-11-2024,Men's Ice Hockey,at #19/20 Notre Dame,"South Bend, IN"
1064,20241115,15-11-2024,Women's Ice Hockey,at Ohio State,"Columbus, OH"
1065,20241115,15-11-2024,Men's Ice Hockey,at #18 Penn State,"University Park, PA"
1066,20241116,16-11-2024,Women's Ice Hockey,at Ohio State,"Columbus, OH"
1067,20241116,16-11-2024,Men's Ice Hockey,at #18 Penn State,"University Park, PA"
1068,20241102,02-11-2024,Women's Ice Hockey,at St. Cloud State,"St. Cloud, MN"
1069,20241102,02-11-2024,Men's Ice Hockey,at #19/20 Notre Dame,"South Bend, IN"
1070,20241122,22-11-2024,Women's Ice Hockey,vs St. Thomas Sold Out,"Madison, WI La Bahn Arena"
1071,20241123,23-11-2024,Women's Ice Hockey,vs St. Thomas Sold Out,"Madison, WI La Bahn Arena"
1072,20241129,29-11-2024,Women's Ice Hockey,at Maine,"Orono, ME"
1073,20241129,29-11-2024,Men's Ice Hockey,vs Alaska Anchorage,"Madison, WI Kohl Center"
1074,20241130,30-11-2024,Women's Ice Hockey,at Maine,"Orono, ME"
1075,20241130,30-11-2024,Men's Ice Hockey,vs Alaska Anchorage,"Madison, WI Kohl Center"
1076,20241108,08-11-2024,Men's Ice Hockey,vs #3 Minnesota,"Madison, WI Kohl Center"
1077,20241109,09-11-2024,Men's Ice Hockey,vs #3 Minnesota,"Madison, WI Kohl Center"
1078,20241011,11-10-2024,Men's Ice Hockey,vs Lindenwood,"Madison, WI Kohl Center"
1079,20241012,12-10-2024,Women's Ice Hockey,vs Minnesota Duluth Sold Out,"Madison, WI La Bahn Arena"
1080,20241012,12-10-2024,Men's Ice Hockey,vs Lindenwood,"Madison, WI Kohl Center"
1081,20241013,13-10-2024,Women's Ice Hockey,vs Minnesota Duluth Sold Out,"Madison, WI La Bahn Arena"
1082,20241018,18-10-2024,Women's Ice Hockey,at Minnesota,"Minneapolis, MN"
1083,20241018,18-10-2024,Men's Ice Hockey,vs Ohio State,"Madison, WI Kohl Center"
1084,20241019,19-10-2024,Women's Ice Hockey,at Minnesota,"Minneapolis, MN"
1085,20241019,19-10-2024,Men's Ice Hockey,vs Ohio State,"Madison, WI Kohl Center"
1086,20241024,24-10-2024,Women's Ice Hockey,vs Bemidji State Sold Out,"Madison, WI La Bahn Arena"
1087,20241025,25-10-2024,Women's Ice Hockey,vs Bemidji State Sold Out,"Madison, WI La Bahn Arena"
1088,20241025,25-10-2024,Men's Ice Hockey,at #1 Denver,"Denver, CO"
1089,20241026,26-10-2024,Men's Ice Hockey,at #1 Denver,"Denver, CO"
1090,20241004,04-10-2024,Women's Ice Hockey,at Boston College,"Chestnut Hill, MA"
1091,20241005,05-10-2024,Women's Ice Hockey,at Boston College,"Chestnut Hill, MA"
1092,20241005,05-10-2024,Men's Ice Hockey,at Omaha (Exhibition),"Omaha, NE"
1093,20240927,27-09-2024,Women's Ice Hockey,vs Lindenwood,"Madison, WI La Bahn Arena"
1094,20240928,28-09-2024,Women's Ice Hockey,vs Lindenwood,"Madison, WI La Bahn Arena"
1095,20241102,02-11-2024,Women's Rowing,vs Minnesota (Scrimmage),"Madison, Wis. Porter Boathouse"
1096,20241102,02-11-2024,Women's Rowing,vs Minnesota (Scrimmage),"Madison, Wis. Porter Boathouse"
1097,20241103,03-11-2024,Men's Rowing,at Princeton Chase,"Lake Carnegie, Princeton, NJ"
1098,20241109,09-11-2024,Women's Rowing,Buckeye Invite,"Columbus, Ohio"
1099,20241109,09-11-2024,Women's Rowing,Buckeye Invite,"Columbus, Ohio"
1100,20241012,12-10-2024,Women's Rowing,at Minnesota (Scrimmage),"Minneapolis, MN"
1101,20241013,13-10-2024,Women's Rowing,Head of the Rock,"Rockford, Ill."
1102,20241013,13-10-2024,Women's Rowing,Head of the Rock,"Rockford, Ill."
1103,20241019,19-10-2024,Women's Rowing,Head of the Charles,"Boston, Mass."
1104,20241020,20-10-2024,Men's Rowing,at Head of the Charles,"Boston, MA"
1105,20241020,20-10-2024,Women's Rowing,Head of the Charles,"Boston, Mass."
1106,20241005,05-10-2024,Women's Rowing,Milwaukee River Challenge,"Milwaukee, Wis."
1107,20241005,05-10-2024,Women's Rowing,Milwaukee River Challenge,"Milwaukee, Wis."
1108,20241005,05-10-2024,Women's Rowing,Head of the Oklahoma,"Oklahoma City, Okla."
1109,20241005,05-10-2024,Women's Rowing,Head of the Oklahoma,"Oklahoma City, Okla."
1110,20240412,12-04-2024,Women's Soccer,at Notre Dame,"South Bend, Ind."
1111,20240426,26-04-2024,Women's Soccer,at Marquette,"Milwaukee, WI"
1112,20240405,05-04-2024,Women's Soccer,Milwaukee,"Madison, WI Breese Stevens Field"
1113,20240810,10-08-2024,Women's Soccer,vs Missouri Exhibition,"Saint Louis, MO Principia College"
1114,20240810,10-08-2024,Men's Soccer,at Loyola Chicago (EXH),"Chicago, IL"
1115,20240813,13-08-2024,Men's Soccer,vs Drake (EXH),"Madison, WI McClimon Track/Soccer Complex"
1116,20240815,15-08-2024,Women's Soccer,at #3 BYU,"Provo, UT"
1117,20240817,17-08-2024,Men's Soccer,vs Green Bay (EXH),"Madison, WI McClimon Track/Soccer Complex"
1118,20240802,02-08-2024,Women's Soccer,vs St. Thomas Exhibition,"Madison, WI McClimon Track/Soccer Complex"
1119,20240822,22-08-2024,Women's Soccer,at UCONN,"Storrs, CT"
1120,20240822,22-08-2024,Men's Soccer,vs Marist,"Madison, WI McClimon Track/Soccer Complex"
1121,20240825,25-08-2024,Men's Soccer,vs Drexel,"Madison, WI McClimon Track/Soccer Complex"
1122,20240825,25-08-2024,Women's Soccer,at Providence,"Providence, RI"
1123,20240829,29-08-2024,Women's Soccer,vs Loyola - Chicago,"Madison, WI McClimon Track/Soccer Complex"
1124,20240829,29-08-2024,Men's Soccer,vs UIC,"Madison, WI McClimon Track/Soccer Complex"
1125,20240302,02-03-2024,Women's Soccer,at Minnesota,"Minneapolis, MN"
1126,20241101,01-11-2024,Women's Soccer,#10 Ohio State,"Minneapolis, MN Elizabeth Lyle Robbie Stadium"
1127,20241115,15-11-2024,Women's Soccer,vs Maine NCAA First Round,"Madison, WI McClimon Track/Soccer Complex"
1128,20241122,22-11-2024,Women's Soccer,#4 Virginia NCAA Second Round,"Irvine, CA Great Park"
1129,20241124,24-11-2024,Women's Soccer,#1 USC Sweet 16,"Irvine, CA Great Park"
1130,20241103,03-11-2024,Men's Soccer,vs Michigan,"Madison, WI McClimon Track/Soccer Complex"
1131,20241001,01-10-2024,Men's Soccer,vs Indiana,"Madison, WI McClimon Track/Soccer Complex"
1132,20241010,10-10-2024,Women's Soccer,at #9 Iowa,"Iowa City, IA"
1133,20241011,11-10-2024,Men's Soccer,at Michigan State,"East Lansing, MI"
1134,20241013,13-10-2024,Women's Soccer,at Indiana,"Bloomington, IN"
1135,20241015,15-10-2024,Men's Soccer,at Northwestern,"Evanston, IL"
1136,20241017,17-10-2024,Women's Soccer,at #21 Michigan State,"East Lansing, MI"
1137,20241019,19-10-2024,Men's Soccer,vs #5 Ohio State,"Madison, WI McClimon Track/Soccer Complex"
1138,20241020,20-10-2024,Women's Soccer,vs Maryland,"Madison, WI McClimon Track/Soccer Complex"
1139,20241026,26-10-2024,Men's Soccer,at Penn State,"University Park, PA"
1140,20241027,27-10-2024,Women's Soccer,vs Michigan,"Madison, WI McClimon Track/Soccer Complex"
1141,20241004,04-10-2024,Men's Soccer,vs Rutgers,"Madison, WI McClimon Track/Soccer Complex"
1142,20241006,06-10-2024,Women's Soccer,vs Nebraska,"Madison, WI McClimon Track/Soccer Complex"
1143,20240901,01-09-2024,Women's Soccer,vs Western Michigan,"Madison, WI McClimon Track/Soccer Complex"
1144,20240912,12-09-2024,Women's Soccer,vs Rutgers,"Madison, WI McClimon Track/Soccer Complex"
1145,20240913,13-09-2024,Men's Soccer,at Maryland,"College Park, MD"
1146,20240916,16-09-2024,Men's Soccer,vs #12 UCLA,"Madison, WI McClimon Track/Soccer Complex"
1147,20240919,19-09-2024,Women's Soccer,vs Illinois,"Madison, WI McClimon Track/Soccer Complex"
1148,20240902,02-09-2024,Men's Soccer,vs RV Marquette,"Madison, WI McClimon Track/Soccer Complex"
1149,20240921,21-09-2024,Men's Soccer,vs Viterbo (Wis.),"Madison, WI McClimon Track/Soccer Complex"
1150,20240922,22-09-2024,Women's Soccer,vs Minnesota,"Madison, WI McClimon Track/Soccer Complex"
1151,20240926,26-09-2024,Women's Soccer,at UCLA,"Los Angeles, CA"
1152,20240927,27-09-2024,Men's Soccer,at Washington,"Seattle, WA"
1153,20240929,29-09-2024,Women's Soccer,at #24 USC,"Los Angeles, CA"
1154,20240905,05-09-2024,Women's Soccer,at Milwaukee,"Milwaukee, WI"
1155,20240906,06-09-2024,Men's Soccer,at #16 Kentucky,"Lexington, KY"
1156,20240412,12-04-2024,Women's Softball,vs Ohio State University,"Madison, WI Goodman Diamond"
1157,20240413,13-04-2024,Women's Softball,vs Ohio State University,"Madison, WI Goodman Diamond"
1158,20240414,14-04-2024,Women's Softball,vs Ohio State University,"Madison, WI Goodman Diamond"
1159,20240417,17-04-2024,Women's Softball,at RV University of Minnesota (DH),"Minneapolis, MN"
1160,20240417,17-04-2024,Women's Softball,at RV University of Minnesota (DH),"Minneapolis, MN"
1161,20240419,19-04-2024,Women's Softball,vs Penn State University,"Madison, WI Goodman Diamond"
1162,20240402,02-04-2024,Women's Softball,vs Green Bay (DH),"Madison, WI Goodman Diamond"
1163,20240402,02-04-2024,Women's Softball,vs Green Bay (DH),"Madison, WI Goodman Diamond"
1164,20240420,20-04-2024,Women's Softball,vs Penn State University,"Madison, WI Goodman Diamond"
1165,20240421,21-04-2024,Women's Softball,vs Penn State University,"Madison, WI Goodman Diamond"
1166,20240423,23-04-2024,Women's Softball,vs South Dakota State University (DH),"Madison, WI Goodman Diamond"
1167,20240423,23-04-2024,Women's Softball,vs South Dakota State University (DH),"Madison, WI Goodman Diamond"
1168,20240426,26-04-2024,Women's Softball,at RV Indiana University,"Bloomington, IN"
1169,20240427,27-04-2024,Women's Softball,at RV Indiana University,"Bloomington, IN"
1170,20240428,28-04-2024,Women's Softball,at RV Indiana University,"Bloomington, IN"
1171,20240405,05-04-2024,Women's Softball,at Rutgers University,"Piscataway, NJ"
1172,20240406,06-04-2024,Women's Softball,at Rutgers University,"Piscataway, NJ"
1173,20240407,07-04-2024,Women's Softball,at Rutgers University,"Piscataway, NJ"
1174,20240210,10-02-2024,Women's Softball,vs Boise State University,"Tempe, AZ"
1175,20240210,10-02-2024,Women's Softball,vs University of Maine,"Tempe, AZ"
1176,20240211,11-02-2024,Women's Softball,vs University of St. Thomas,"Tempe, AZ"
1177,20240215,15-02-2024,Women's Softball,#4/#4 University of Georgia,"Clearwater, FLA"
1178,20240215,15-02-2024,Women's Softball,#18/#18 University of Kentucky,"Clearwater, FLA"
1179,20240216,16-02-2024,Women's Softball,#6/#8 Oklahoma State,"Clearwater, FLA"
1180,20240216,16-02-2024,Women's Softball,University of Central Florida,"Clearwater, FLA"
1181,20240217,17-02-2024,Women's Softball,#5/#6 University of Washington,"Clearwater, FLA"
1182,20240222,22-02-2024,Women's Softball,Oregon State University,"Cathedral City, CA"
1183,20240222,22-02-2024,Women's Softball,#11/#13 University of Missouri,"Cathedral City, CA"
1184,20240223,23-02-2024,Women's Softball,vs #1/#1 University of Oklahoma,"Cathedral City, CA"
1185,20240223,23-02-2024,Women's Softball,vs University of San Diego,"Cathedral City, CA"
1186,20240224,24-02-2024,Women's Softball,vs Long Beach State University,"Cathedral City, CA"
1187,20240224,24-02-2024,Women's Softball,vs #20/RV University of Utah,"Cathedral City, CA"
1188,20240208,08-02-2024,Women's Softball,at Arizona State University,"Tempe, AZ"
1189,20240209,09-02-2024,Women's Softball,vs Weber State University,"Phoenix, AZ"
1190,20240209,09-02-2024,Women's Softball,at Grand Canyon University,"Phoenix, AZ"
1191,20240301,01-03-2024,Women's Softball,at Utah Tech (DH),"St. George, UT"
1192,20240301,01-03-2024,Women's Softball,at Utah Tech (DH),"St. George, UT"
1193,20240315,15-03-2024,Women's Softball,UAlbany,"Baltimore, MD"
1194,20240315,15-03-2024,Women's Softball,at UMBC,"Baltimore, MD"
1195,20240316,16-03-2024,Women's Softball,University at Albany,"Baltimore, MD"
1196,20240316,16-03-2024,Women's Softball,Colgate University,"Baltimore, MD"
1197,20240317,17-03-2024,Women's Softball,at UMBC,"Baltimore, MD"
1198,20240302,02-03-2024,Women's Softball,RV/RV University of Utah (DH),"St. George, UT"
1199,20240302,02-03-2024,Women's Softball,RV/RV University of Utah (DH),"St. George, UT"
1200,20240321,21-03-2024,Women's Softball,at University of Iowa,"Iowa City, IA"
1201,20240323,23-03-2024,Women's Softball,at University of Iowa,"Iowa City, IA"
1202,20240323,23-03-2024,Women's Softball,at University of Iowa,"Iowa City, IA"
1203,20240329,29-03-2024,Women's Softball,vs University of Nebraska,"Madison, WI Goodman Diamond"
1204,20240303,03-03-2024,Women's Softball,RV/RV University of Utah,"St. George, UT"
1205,20240330,30-03-2024,Women's Softball,vs University of Nebraska,"Madison, WI Goodman Diamond"
1206,20240331,31-03-2024,Women's Softball,vs University of Nebraska,"Madison, WI Goodman Diamond"
1207,20240510,10-05-2024,Women's Softball,#2 University of Michigan,"Iowa City, IA"
1208,20240503,03-05-2024,Women's Softball,vs University of Maryland,"Madison, WI Goodman Diamond"
1209,20240504,04-05-2024,Women's Softball,vs University of Maryland,"Madison, WI Goodman Diamond"
1210,20240505,05-05-2024,Women's Softball,vs University of Maryland,"Madison, WI Goodman Diamond"
1211,20240508,08-05-2024,Women's Softball,#6 Ohio State,"Iowa City, IA"
1212,20240509,09-05-2024,Women's Softball,at #3 Rutgers University,"Iowa City, IA"
1213,20241011,11-10-2024,Women's Softball,vs Southeastern Community College,"Madison, WI Goodman Diamond"
1214,20241012,12-10-2024,Women's Softball,UIC,"Oconomowoc, WI"
1215,20241012,12-10-2024,Women's Softball,Loyola,"Oconomowoc, WI"
1216,20241006,06-10-2024,Women's Softball,vs DePaul,"Madison, WI Goodman Diamond"
1217,20241006,06-10-2024,Women's Softball,vs DePaul,"Madison, WI Goodman Diamond"
1218,20240920,20-09-2024,Women's Softball,vs Des Moines Area Community College,"Madison, WI Goodman Diamond"
1219,20240928,28-09-2024,Women's Softball,vs Valparaiso,"Madison, WI Goodman Diamond"
1220,20240928,28-09-2024,Women's Softball,vs Valparaiso,"Madison, WI Goodman Diamond"
1221,20241101,01-11-2024,Men's Swimming And Diving,vs Minnesota,"Madison, Wis. Soderholm Family Aquatic Center"
1222,20241101,01-11-2024,Women's Swimming And Diving,vs Minnesota,"Madison, Wis. Soderholm Family Aquatic Center"
1223,20241120,20-11-2024,Men's Swimming And Diving,at Georgia Invite Divers,"Athens, Ga."
1224,20241120,20-11-2024,Women's Swimming And Diving,at Georgia Invite Divers,"Athens, Ga."
1225,20241120,20-11-2024,Men's Swimming And Diving,at Texas Invite,"Austin, Texas"
1226,20241120,20-11-2024,Women's Swimming And Diving,at Texas Invite Swimmers,"Austin, Texas"
1227,20241121,21-11-2024,Men's Swimming And Diving,at Georgia Invite Divers,"Athens, Ga."
1228,20241121,21-11-2024,Women's Swimming And Diving,at Georgia Invite Divers,"Athens, Ga."
1229,20241121,21-11-2024,Men's Swimming And Diving,at Texas Invite Swimmers,"Austin, Texas"
1230,20241121,21-11-2024,Women's Swimming And Diving,at Texas Invite Swimmers,"Austin, Texas"
1231,20241122,22-11-2024,Men's Swimming And Diving,at Georgia Invite Divers,"Athens, Ga."
1232,20241122,22-11-2024,Women's Swimming And Diving,at Georgia Invite Divers,"Athens, Ga."
1233,20241122,22-11-2024,Men's Swimming And Diving,at Texas Invite,"Austin, Texas"
1234,20241122,22-11-2024,Women's Swimming And Diving,at Texas Invite Swimmers,"Austin, Texas"
1235,20241011,11-10-2024,Men's Swimming And Diving,vs Green Bay,"Madison, Wis. Soderholm Family Aquatic Center"
1236,20241011,11-10-2024,Women's Swimming And Diving,vs Green Bay,"Madison, Wis. Soderholm Family Aquatic Center"
1237,20241018,18-10-2024,Men's Swimming And Diving,at Michigan,"Ann Arbor, Mich."
1238,20241018,18-10-2024,Women's Swimming And Diving,at Michigan,"Ann Arbor, Mich."
1239,20241018,18-10-2024,Women's Swimming And Diving,Notre Dame,"Ann Arbor, Mich."
1240,20241019,19-10-2024,Men's Swimming And Diving,at Michigan,"Ann Arbor, Mich."
1241,20241019,19-10-2024,Women's Swimming And Diving,at Michigan,"Ann Arbor, Mich."
1242,20241019,19-10-2024,Women's Swimming And Diving,Notre Dame,"Ann Arbor, Mich."
1243,20241101,01-11-2024,Men's Tennis,Fighting Irish Mini Duals,"South Bend, Ind."
1244,20241101,01-11-2024,Women's Tennis,at Torero Tennis Classic,"San Diego, CA"
1245,20241119,19-11-2024,Women's Tennis,at NCAA Singles and Doubles Championships,"Waco, TX"
1246,20241107,07-11-2024,Men's Tennis,Big Ten Individual Championships,"Madison, WI Nielsen Tennis Stadium"
1247,20241108,08-11-2024,Women's Tennis,at Big Green Invitational,"Hanover, NH"
1248,20241010,10-10-2024,Men's Tennis,ITA Regional Championships,"East Lansing, Mich."
1249,20241010,10-10-2024,Women's Tennis,at Midwest Regional Championships,"Columbus, OH"
1250,20241031,31-10-2024,Women's Tennis,at TCU Invitational,"Fort Worth, TX"
1251,20241004,04-10-2024,Women's Tennis,at USC Invitational,"Los Angeles, CA"
1252,20240921,21-09-2024,Women's Tennis,at ITA All-American Championships,"Cary, NC"
1253,20240927,27-09-2024,Women's Tennis,at Milwaukee Tennis Classic,"Milwaukee, WI"
1254,20240927,27-09-2024,Men's Tennis,Milwaukee Tennis Classic,"Milwaukee, Wis."
1255,20240930,30-09-2024,Women's Tennis,at W35 Redding,"Redding, CA"
1256,20241206,06-12-2024,Men's Track And Field,Wisconsin Badgers At Chicago State Invite,Gately Stadium
1257,20241206,06-12-2024,Women's Track And Field,Wisconsin Badgers At Chicago State Invite,Gately Stadium
1258,20241207,07-12-2024,Men's Track And Field,Wisconsin Badgers At BU Sharon Colyer-Danville Season Opener,"Boston, MA"
1259,20241207,07-12-2024,Women's Track And Field,Wisconsin Badgers At BU Sharon Colyear-Danville Season Opener,"Boston, MA"
1260,20240820,20-08-2024,Women's Volleyball,vs Bradley University,"Madison, WI UW Field House"
1261,20240827,27-08-2024,Women's Volleyball,at #6 University of Louisville,"Louisville, KY"
1262,20241213,13-12-2024,Women's Volleyball,vs Texas A&M University,"Lincoln, NE"
1263,20241215,15-12-2024,Women's Volleyball,at Nebraska,"Lincoln, NE"
1264,20241205,05-12-2024,Women's Volleyball,vs Fairfield University,"Madison, WI UW Field House"
1265,20241206,06-12-2024,Women's Volleyball,vs #7 Georgia Tech,"Madison, WI UW Field House"
1266,20241101,01-11-2024,Women's Volleyball,vs #2 University of Nebraska,"Madison, WI UW Field House"
1267,20241114,14-11-2024,Women's Volleyball,at #23 USC,"Los Angeles, CA"
1268,20241116,16-11-2024,Women's Volleyball,at UCLA,"Los Angeles, CA"
1269,20241120,20-11-2024,Women's Volleyball,vs #16 University of Minnesota,"Madison, WI UW Field House Silent Set Match"
1270,20241123,23-11-2024,Women's Volleyball,at #2 University of Nebraska,"Lincoln, NE"
