date_key,date,tmin,tmax,tavg,prcp,snow
20240114,14-01-2024,-22.7,-17.7,-20.2,0,30
20240115,15-01-2024,-23.8,-16,-19.9,0,28
20240116,16-01-2024,-22.7,-16.6,-19.65,0,25
20240117,17-01-2024,-18.2,-10.5,-14.35,0,25
20240118,18-01-2024,-18.2,-10.5,-14.35,1,25
20240119,19-01-2024,-17.1,-12.7,-14.9,0.3,25
20240120,20-01-2024,-18.8,-9.9,-14.35,0,25
20240121,21-01-2024,-19.9,-6.6,-13.25,0,25
20240122,22-01-2024,-6.6,0,-3.3,0,25
20240123,23-01-2024,-1,0.6,-0.2,5.1,25
20240124,24-01-2024,0,2.2,1.1,0,28
20240125,25-01-2024,0,2.2,1.1,1.3,23
20240126,26-01-2024,0.6,2.2,1.4,7.9,18
20240127,27-01-2024,0.6,3.3,1.95,0,13
20240128,28-01-2024,-1,1.7,0.35,0,13
20240129,29-01-2024,-2.1,2.8,0.35,0,10
20240130,30-01-2024,1.7,4.4,3.05,0.3,8
20240131,31-01-2024,0.6,4.4,2.5,0,8
20240201,01-02-2024,-3.2,6.7,1.75,0,5
20240202,02-02-2024,-3.2,1.7,-0.75,0,3
20240203,03-02-2024,-2.1,6.7,2.3,0,3
20240204,04-02-2024,-4.3,5.6,0.65,0,0
20240205,05-02-2024,-6.6,1.1,-2.75,0,0
20240206,06-02-2024,-6,5,-0.5,0,0
20240207,07-02-2024,-1,6.1,2.55,0,0
20240208,08-02-2024,2.8,12.8,7.8,1.8,0
20240209,09-02-2024,1.7,5,3.35,0,0
20240210,10-02-2024,-3.8,4.4,0.3,0,0
20240211,11-02-2024,-6,2.2,-1.9,0,0
20240212,12-02-2024,-6.6,8.3,0.85,0,0
20240213,13-02-2024,-4.3,3.9,-0.2,0,0
20240214,14-02-2024,-6.6,7.8,0.6,0,0
20240215,15-02-2024,-4.3,3.9,-0.2,13.7,5
20240216,16-02-2024,-11.6,-1.6,-6.6,0,3
20240217,17-02-2024,-12.7,-1,-6.85,0,0
20240218,18-02-2024,-5.5,6.1,0.3,0,0
20240219,19-02-2024,-8.2,7.2,-0.5,0,0
20240220,20-02-2024,-5.5,12.8,3.65,0,0
20240221,21-02-2024,3.3,15.6,9.45,0,0
20240222,22-02-2024,-2.1,15,6.45,0,0
20240223,23-02-2024,-7.7,5.6,-1.05,0.8,0
20240224,24-02-2024,-12.7,0.6,-6.05,0,0
20240225,25-02-2024,-1,13.9,6.45,0,0
20240226,26-02-2024,-3.8,19.4,7.8,0,0
20240227,27-02-2024,1.1,21.1,11.1,0.3,0
20240228,28-02-2024,-11.6,1.1,-5.25,0,0
20240229,29-02-2024,-11.6,7.2,-2.2,0,0
20240301,01-03-2024,-1,8.9,3.95,0,0
20240302,02-03-2024,-1,15.6,7.3,0,0
20240303,03-03-2024,6.1,22.8,14.45,0,0
20240304,04-03-2024,0,13.9,6.95,16.5,0
20240305,05-03-2024,-0.5,9.4,4.45,0.3,0
20240306,06-03-2024,-2.1,11.1,4.5,0,0
20240307,07-03-2024,-0.5,12.2,5.85,0,0
20240308,08-03-2024,3.3,6.7,5,14.2,0
20240309,09-03-2024,-2.1,3.9,0.9,0,0
20240310,10-03-2024,-2.7,8.3,2.8,0,0
20240311,11-03-2024,-2.1,17.2,7.55,0,0
20240312,12-03-2024,3.3,20,11.65,0,0
20240313,13-03-2024,-0.5,19.4,9.45,0.8,0
20240314,14-03-2024,2.8,9.4,6.1,25.1,0
20240315,15-03-2024,-1.6,12.8,5.6,0,0
20240316,16-03-2024,2.2,11.7,6.95,0,0
20240317,17-03-2024,-3.8,2.8,-0.5,0,0
20240318,18-03-2024,-5.5,2.2,-1.65,0,0
20240319,19-03-2024,-1,13.3,6.15,0,0
20240320,20-03-2024,-4.9,3.9,-0.5,0,0
20240321,21-03-2024,-6.6,2.2,-2.2,2.5,0
20240322,22-03-2024,-2.1,1.1,-0.5,5.3,8
20240323,23-03-2024,-8.2,2.2,-3,0,3
20240324,24-03-2024,-2.7,3.9,0.6,0.3,0
20240325,25-03-2024,3.3,12.8,8.05,16.5,0
20240326,26-03-2024,-2.7,11.7,4.5,9.9,0
20240327,27-03-2024,-3.8,3.9,0.05,0,0
20240328,28-03-2024,-3.8,7.2,1.7,0,0
20240329,29-03-2024,-5.5,11.1,2.8,1.3,0
20240330,30-03-2024,2.2,11.1,6.65,6.6,0
20240331,31-03-2024,0.6,8.3,4.45,0,0
20240401,01-04-2024,0.6,8.9,4.75,13,0
20240402,02-04-2024,0,3.9,1.95,33.3,0
20240403,03-04-2024,0.6,1.7,1.15,6.1,10
20240404,04-04-2024,0.6,6.7,3.65,0.3,8
20240405,05-04-2024,-1,10,4.5,0,0
20240406,06-04-2024,-2.7,12.2,4.75,0,0
20240407,07-04-2024,1.7,7.2,4.45,5.8,0
20240408,08-04-2024,6.1,16.7,11.4,0,0
20240409,09-04-2024,3.3,16.7,10,0,0
20240410,10-04-2024,5,20.6,12.8,0,0
20240411,11-04-2024,5.6,16.1,10.85,0,0
20240412,12-04-2024,7.8,16.1,11.95,0,0
20240413,13-04-2024,1.7,21.1,11.4,0,0
20240414,14-04-2024,11.7,27.8,19.75,0,0
20240415,15-04-2024,4.4,23.9,14.15,0,0
20240416,16-04-2024,7.2,20,13.6,20.6,0
20240417,17-04-2024,8.3,16.7,12.5,2.3,0
20240418,18-04-2024,4.4,10,7.2,1.3,0
20240419,19-04-2024,1.7,11.1,6.4,0,0
20240420,20-04-2024,-0.5,4.4,1.95,0,0
20240421,21-04-2024,-2.1,14.4,6.15,0,0
20240422,22-04-2024,0,17.8,8.9,0,0
20240423,23-04-2024,7.2,21.1,14.15,0,0
20240424,24-04-2024,1.7,12.2,6.95,0,0
20240425,25-04-2024,-0.5,15.6,7.55,0,0
20240426,26-04-2024,3.9,15.6,9.75,4.1,0
20240427,27-04-2024,13.3,26.7,20,1,0
20240428,28-04-2024,8.3,16.7,12.5,6.1,0
20240429,29-04-2024,9.4,19.4,14.4,0,0
20240430,30-04-2024,7.2,21.1,14.15,0,0
20240501,01-05-2024,13.9,22.8,18.35,0,0
20240502,02-05-2024,13.3,22.8,18.05,1.3,0
20240503,03-05-2024,8.9,23.3,16.1,0,0
20240504,04-05-2024,6.7,24.4,15.55,0,0
20240505,05-05-2024,5.6,20,12.8,0,0
20240506,06-05-2024,5.6,22.8,14.2,0,0
20240507,07-05-2024,10,19.4,14.7,17,0
20240508,08-05-2024,7.2,25,16.1,0,0
20240509,09-05-2024,10,17.2,13.6,4.1,0
20240510,10-05-2024,7.2,21.1,14.15,0,0
20240511,11-05-2024,8.9,20.6,14.75,0,0
20240512,12-05-2024,7.8,28.3,18.05,2.3,0
20240513,13-05-2024,13.3,21.1,17.2,0.3,0
20240514,14-05-2024,10,18.3,14.15,0,0
20240515,15-05-2024,7.2,23.3,15.25,0,0
20240516,16-05-2024,10,25,17.5,0,0
20240517,17-05-2024,8.9,26.7,17.8,0,0
20240518,18-05-2024,12.8,30.6,21.7,0,0
20240519,19-05-2024,14.4,26.7,20.55,0,0
20240520,20-05-2024,12.8,20.6,16.7,9.1,0
20240521,21-05-2024,13.3,30,21.65,22.4,0
20240522,22-05-2024,12.8,22.2,17.5,0,0
20240523,23-05-2024,9.4,26.1,17.75,0,0
20240524,24-05-2024,11.7,22.8,17.25,57.2,0
20240525,25-05-2024,8.9,23.9,16.4,0,0
20240526,26-05-2024,12.8,18.9,15.85,14.5,0
20240527,27-05-2024,12.2,22.2,17.2,6.1,0
20240528,28-05-2024,10,20,15,5.8,0
20240529,29-05-2024,10,21.1,15.55,0,0
20240530,30-05-2024,7.2,22.8,15,0,0
20240531,31-05-2024,9.4,26.7,18.05,0,0
20240601,01-06-2024,12.2,20,16.1,15.2,0
20240602,02-06-2024,12.2,25,18.6,0,0
20240603,03-06-2024,16.7,25.6,21.15,25.7,0
20240604,04-06-2024,18.3,28.3,23.3,8.4,0
20240605,05-06-2024,16.7,26.7,21.7,6.6,0
20240606,06-06-2024,15,22.8,18.9,0,0
20240607,07-06-2024,12.8,24.4,18.6,0,0
20240608,08-06-2024,11.7,20.6,16.15,1,0
20240609,09-06-2024,11.7,25,18.35,0,0
20240610,10-06-2024,9.4,23.3,16.35,0,0
20240611,11-06-2024,8.9,23.3,16.1,0,0
20240612,12-06-2024,13.9,30.6,22.25,1.5,0
20240613,13-06-2024,16.1,28.3,22.2,2.5,0
20240614,14-06-2024,12.8,26.7,19.75,0,0
20240615,15-06-2024,12.2,26.7,19.45,0,0
20240616,16-06-2024,18.3,32.2,25.25,15.7,0
20240617,17-06-2024,22.8,33.3,28.05,0,0
20240618,18-06-2024,23.3,33.3,28.3,0,0
20240619,19-06-2024,20.6,30.6,25.6,30.2,0
20240620,20-06-2024,19.4,25.6,22.5,10.7,0
20240621,21-06-2024,19.4,29.4,24.4,14.5,0
20240622,22-06-2024,20.6,27.2,23.9,48.3,0
20240623,23-06-2024,18.3,25.6,21.95,0,0
20240624,24-06-2024,16.1,29.4,22.75,5.8,0
20240625,25-06-2024,23.3,32.2,27.75,0,0
20240626,26-06-2024,17.8,28.9,23.35,0,0
20240627,27-06-2024,12.8,23.9,18.35,0,0
20240628,28-06-2024,16.1,23.3,19.7,37.8,0
20240629,29-06-2024,16.1,28.9,22.5,0,0
20240630,30-06-2024,11.7,22.8,17.25,0,0
20240701,01-07-2024,11.1,23.9,17.5,0,0
20240702,02-07-2024,15.6,22.2,18.9,63.2,0
20240703,03-07-2024,19.4,30,24.7,0,0
20240704,04-07-2024,18.9,27.8,23.35,6.4,0
20240705,05-07-2024,17.2,25,21.1,1.3,0
20240706,06-07-2024,16.1,27.2,21.65,0,0
20240707,07-07-2024,16.1,28.3,22.2,0.5,0
20240708,08-07-2024,20.6,28.3,24.45,0,0
20240709,09-07-2024,18.3,28.3,23.3,0,0
20240710,10-07-2024,19.4,28.3,23.85,0,0
20240711,11-07-2024,17.8,28.9,23.35,0,0
20240712,12-07-2024,16.7,29.4,23.05,0,0
20240713,13-07-2024,16.1,31.1,23.6,35.3,0
20240714,14-07-2024,18.9,30,24.45,83.8,0
20240715,15-07-2024,20.6,31.1,25.85,0.5,0
20240716,16-07-2024,18.3,28.3,23.3,0,0
20240717,17-07-2024,14.4,24.4,19.4,0,0
20240718,18-07-2024,12.2,25,18.6,0,0
20240719,19-07-2024,13.3,26.7,20,0,0
20240720,20-07-2024,15.6,27.8,21.7,0,0
20240721,21-07-2024,17.2,28.3,22.75,0,0
20240722,22-07-2024,16.1,28.3,22.2,0,0
20240723,23-07-2024,18.9,26.1,22.5,20.3,0
20240724,24-07-2024,15.6,24.4,20,0,0
20240725,25-07-2024,13.3,26.7,20,0,0
20240726,26-07-2024,13.3,26.7,20,0,0
20240727,27-07-2024,14.4,28.3,21.35,0,0
20240728,28-07-2024,18.9,28.3,23.6,0.3,0
20240729,29-07-2024,20,28.3,24.15,1.8,0
20240730,30-07-2024,17.2,31.1,24.15,0,0
20240731,31-07-2024,19.4,33.3,26.35,0,0
20240801,01-08-2024,18.9,30,24.45,10.2,0
20240802,02-08-2024,18.3,31.1,24.7,0,0
20240803,03-08-2024,18.9,31.1,25,0,0
20240804,04-08-2024,19.4,31.1,25.25,0,0
20240805,05-08-2024,17.2,26.1,21.65,8.9,0
20240806,06-08-2024,14.4,24.4,19.4,13.5,0
20240807,07-08-2024,12.8,25.6,19.2,0,0
20240808,08-08-2024,13.3,25,19.15,0,0
20240809,09-08-2024,11.7,20.6,16.15,0,0
20240810,10-08-2024,12.8,22.2,17.5,0,0
20240811,11-08-2024,12.8,25,18.9,0,0
20240812,12-08-2024,12.8,27.8,20.3,0,0
20240813,13-08-2024,14.4,28.9,21.65,0,0
20240814,14-08-2024,14.4,28.3,21.35,0,0
20240815,15-08-2024,20,23.3,21.65,11.4,0
20240816,16-08-2024,20,28.9,24.45,8.1,0
20240817,17-08-2024,20,26.1,23.05,0.3,0
20240818,18-08-2024,17.2,26.1,21.65,0,0
20240819,19-08-2024,14.4,25,19.7,0,0
20240820,20-08-2024,11.7,22.2,16.95,0,0
20240821,21-08-2024,9.4,23.9,16.65,0,0
20240822,22-08-2024,10.6,25,17.8,0,0
20240823,23-08-2024,14.4,26.1,20.25,0,0
20240824,24-08-2024,13.3,30,21.65,0,0
20240825,25-08-2024,18.9,32.2,25.55,0,0
20240826,26-08-2024,23.9,34.4,29.15,0,0
20240827,27-08-2024,22.2,32.2,27.2,0.5,0
20240828,28-08-2024,20,29.4,24.7,0,0
20240829,29-08-2024,18.9,27.2,23.05,0,0
20240830,30-08-2024,14.4,26.7,20.55,21.3,0
20240831,31-08-2024,12.8,28.3,20.55,0,0
20240901,01-09-2024,11.7,23.3,17.5,0,0
20240902,02-09-2024,8.9,24.4,16.65,0,0
20240903,03-09-2024,11.7,24.4,18.05,0,0
20240904,04-09-2024,10.6,26.1,18.35,0,0
20240905,05-09-2024,13.3,24.4,18.85,0.3,0
20240906,06-09-2024,8.3,18.9,13.6,0.3,0
20240907,07-09-2024,5.6,18.3,11.95,0,0
20240908,08-09-2024,6.1,23.3,14.7,0,0
20240909,09-09-2024,15,26.1,20.55,0,0
20240910,10-09-2024,11.1,27.2,19.15,0,0
20240911,11-09-2024,15,28.9,21.95,0,0
20240912,12-09-2024,11.7,30,20.85,0,0
20240913,13-09-2024,13.9,29.4,21.65,0,0
20240914,14-09-2024,15,30.6,22.8,0,0
20240915,15-09-2024,15.6,31.7,23.65,0,0
20240916,16-09-2024,13.9,30,21.95,0,0
20240917,17-09-2024,11.7,30,20.85,0,0
20240918,18-09-2024,10.6,29.4,20,0,0
20240919,19-09-2024,12.8,30,21.4,10.4,0
20240920,20-09-2024,13.9,29.4,21.65,6.6,0
20240921,21-09-2024,12.2,30.6,21.4,12.7,0
20240922,22-09-2024,11.1,20,15.55,100.8,0
20240923,23-09-2024,8.3,20.6,14.45,0,0
20240924,24-09-2024,11.1,21.1,16.1,0,0
20240925,25-09-2024,8.9,24.4,16.65,0,0
20240926,26-09-2024,10,26.1,18.05,0,0
20240927,27-09-2024,10,25,17.5,0,0
20240928,28-09-2024,13.3,26.1,19.7,0,0
20240929,29-09-2024,13.3,26.7,20,0,0
20240930,30-09-2024,11.1,26.7,18.9,0,0
20241001,01-10-2024,8.3,20.6,14.45,0,0
20241002,02-10-2024,5,21.1,13.05,0,0
20241003,03-10-2024,9.4,23.9,16.65,0,0
20241004,04-10-2024,7.8,20,13.9,0.3,0
20241005,05-10-2024,6.1,27.8,16.95,0,0
20241006,06-10-2024,10,20.6,15.3,0,0
20241007,07-10-2024,3.3,17.8,10.55,0,0
20241008,08-10-2024,4.4,21.1,12.75,0,0
20241009,09-10-2024,4.4,20.6,12.5,0,0
20241010,10-10-2024,3.9,22.2,13.05,0,0
20241011,11-10-2024,10,27.8,18.9,0,0
20241012,12-10-2024,6.7,18.3,12.5,5.1,0
20241013,13-10-2024,6.1,13.9,10,0.3,0
20241014,14-10-2024,2.8,11.1,6.95,0,0
20241015,15-10-2024,1.1,10,5.55,0,0
20241016,16-10-2024,-1.6,13.9,6.15,0,0
20241017,17-10-2024,2.2,18.3,10.25,0,0
20241018,18-10-2024,5,20.6,12.8,0,0
20241019,19-10-2024,4.4,22.2,13.3,0,0
20241020,20-10-2024,10.6,26.1,18.35,0,0
20241021,21-10-2024,11.7,26.1,18.9,0,0
20241022,22-10-2024,11.1,20,15.55,0,0
20241023,23-10-2024,2.2,16.1,9.15,0,0
20241024,24-10-2024,-0.5,17.2,8.35,3,0
20241025,25-10-2024,2.8,15.6,9.2,0,0
20241026,26-10-2024,0.6,14.4,7.5,0,0
20241027,27-10-2024,0.6,15,7.8,0,0
20241028,28-10-2024,4.4,19.4,11.9,0,0
20241029,29-10-2024,18.3,27.8,23.05,0,0
20241030,30-10-2024,17.8,23.9,20.85,56.1,0
20241031,31-10-2024,4.4,17.8,11.1,7.1,0
20241101,01-11-2024,0.6,10,5.3,0,0
20241102,02-11-2024,-0.5,12.8,6.15,0,0
20241103,03-11-2024,8.9,16.1,12.5,15.7,0
20241104,04-11-2024,15.6,18.9,17.25,1,0
20241105,05-11-2024,10.6,18.9,14.75,14.5,0
20241106,06-11-2024,5,10.6,7.8,0,0
20241107,07-11-2024,1.7,13.9,7.8,0,0
20241108,08-11-2024,4.4,15.6,10,0,0
20241109,09-11-2024,2.8,13.3,8.05,1.3,0
20241110,10-11-2024,9.4,12.8,11.1,4.1,0
20241111,11-11-2024,0,11.1,5.55,0,0
20241112,12-11-2024,-1,9.4,4.2,0,0
20241113,13-11-2024,0,10.6,5.3,1.8,0
20241114,14-11-2024,7.2,9.4,8.3,10.7,0
20241115,15-11-2024,1.7,13.3,7.5,0,0
20241116,16-11-2024,0.6,10,5.3,0.3,0
20241117,17-11-2024,1.1,12.8,6.95,0,0
20241118,18-11-2024,-0.5,14.4,6.95,21.3,0
20241119,19-11-2024,7.2,15.6,11.4,5.8,0
20241120,20-11-2024,-1.6,7.2,2.8,1,0
20241121,21-11-2024,-2.1,6.1,2,7.6,3
20241122,22-11-2024,3.3,7.2,5.25,0,0
20241123,23-11-2024,2.8,6.1,4.45,0,0
20241124,24-11-2024,1.1,7.8,4.45,0,0
20241125,25-11-2024,-2.1,7.2,2.55,0.8,0
20241126,26-11-2024,-6,2.2,-1.9,0,0
20241127,27-11-2024,-3.8,2.8,-0.5,0,0
20241128,28-11-2024,-4.9,-2.7,-3.8,0,0
20241129,29-11-2024,-8.8,-4.3,-6.55,0,0
20241130,30-11-2024,-10.5,-4.3,-7.4,0,0
20241201,01-12-2024,-12.1,-6,-9.05,0,0
20241202,02-12-2024,-11,-2.7,-6.85,0,0
20241203,03-12-2024,-4.9,-0.5,-2.7,0,0
20241204,04-12-2024,-11.6,3.9,-3.85,0,0
20241205,05-12-2024,-12.7,-2.1,-7.4,0,0
20241206,06-12-2024,-10.5,0.6,-4.95,0,0
20241207,07-12-2024,-2.7,10,3.65,0,0
20241208,08-12-2024,0,11.7,5.85,0,0
20241209,09-12-2024,0.6,10.6,5.6,0,0
20241210,10-12-2024,-3.2,0.6,-1.3,0,0
20241211,11-12-2024,-15.5,-3.2,-9.35,0,0
20241212,12-12-2024,-18.2,-13.2,-15.7,0,0
20241213,13-12-2024,-18.2,-6.6,-12.4,0,0
20241214,14-12-2024,-8.2,3.3,-2.45,5.3,0
20241215,15-12-2024,2.8,4.4,3.6,0,0
20241216,16-12-2024,2.2,5,3.6,0.5,0
20241217,17-12-2024,-1.6,2.2,0.3,0.3,0
20241218,18-12-2024,-5.5,-1,-3.25,0.5,0
20241219,19-12-2024,-6,-2.7,-4.35,6.6,0
20241220,20-12-2024,-12.1,-1.6,-6.85,1,13
20241221,21-12-2024,-17.7,-8.8,-13.25,0,8
20241222,22-12-2024,-12.7,0.6,-6.05,0,8
20241223,23-12-2024,0,2.2,1.1,2.5,8
20241224,24-12-2024,-11.6,0.6,-5.5,0,5
20241225,25-12-2024,-12.1,1.1,-5.5,0,5
20241226,26-12-2024,-1,5,2,0,5
20241227,27-12-2024,4.4,8.9,6.65,13,0
20241228,28-12-2024,-1,8.3,3.65,0.3,0
20241229,29-12-2024,-0.5,2.2,0.85,0,0
20241230,30-12-2024,-3.2,6.1,1.45,0,0
20241231,31-12-2024,-1.6,1.1,-0.25,0.8,0
